asv,sample,counts,presence,local,type,species,taxa
ASV_34,FOODSDBP2,0,0,BP,FOOD,SD,f__Acrospermaceae
ASV_40,HONEYSDBG1,1290,1,BG,HONEY,SD,g__Plenodomus
ASV_78,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Diutina
ASV_892,FORAGERSBBP4,237,0,BP,FORAGER,SB,k__Fungi
ASV_91,LARVAESBBP2,0,0,BP,LARVAE,SB,g__Candida
ASV_898,FOODSBBP4,20,0,BP,FOOD,SB,g__Papiliotrema
ASV_91,POLLENSDBP2,30,0,BP,POLLEN,SD,g__Candida
ASV_892,FORAGERSDSC2,117,0,SC,FORAGER,SD,k__Fungi
ASV_91,HONEYSDBG1,9,0,BG,HONEY,SD,g__Candida
ASV_712,POLLENSDBP2,5,0,BP,POLLEN,SD,g__Wickerhamiella
ASV_686,GUARDSBSC2,409,0,SC,GUARD,SB,g__Debaryomyces
ASV_95,LARVAESBSC1,0,0,SC,LARVAE,SB,g__Zygosaccharomyces
ASV_712,HONEYSDBG1,191,0,BG,HONEY,SD,g__Wickerhamiella
ASV_892,GUARDSDBG1,37,0,BG,GUARD,SD,k__Fungi
ASV_95,FOODSBBP4,0,0,BP,FOOD,SB,g__Zygosaccharomyces
ASV_40,LARVAE3SBBP4,0,0,BP,LARVAE,SB,g__Plenodomus
ASV_34,HONEYSBBP4,837,1,BP,HONEY,SB,f__Acrospermaceae
ASV_91,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Candida
ASV_78,POLLENSDBP1,0,0,BP,POLLEN,SD,g__Diutina
ASV_686,NURSESBSC2,0,0,SC,NURSE,SB,g__Debaryomyces
ASV_712,LARVAESBSC2,0,0,SC,LARVAE,SB,g__Wickerhamiella
ASV_855,LARVAESBBP2,0,0,BP,LARVAE,SB,g__Starmerella
ASV_95,FOODSDSC1,0,0,SC,FOOD,SD,g__Zygosaccharomyces
ASV_908,FOODSDBP1,18432,0,BP,FOOD,SD,f__Saccharomycetaceae
ASV_686,FORAGERSBSC1,9,0,SC,FORAGER,SB,g__Debaryomyces
ASV_855,POLLENSDBG1,510,0,BG,POLLEN,SD,g__Starmerella
ASV_92,NURSESBBP3,71,0,BP,NURSE,SB,p__Ascomycota
ASV_892,FOODSDBP2,37,0,BP,FOOD,SD,k__Fungi
ASV_64,LARVAESBSC1,0,0,SC,LARVAE,SB,g__Cutaneotrichosporon
ASV_908,LARVAESBSC2,13465,0,SC,LARVAE,SB,f__Saccharomycetaceae
ASV_884,GUARDSDSC2,72,0,SC,GUARD,SD,o__Saccharomycetales
ASV_859,NURSESBBP4,34,0,BP,NURSE,SB,g__Hannaella
ASV_92,LARVAESBBP1,368,0,BP,LARVAE,SB,p__Ascomycota
ASV_908,LARVAE2SBBP3,5333,0,BP,LARVAE,SB,f__Saccharomycetaceae
ASV_91,HONEYSBSC1,0,0,SC,HONEY,SB,g__Candida
ASV_64,NURSESDSC2,0,0,SC,NURSE,SD,g__Cutaneotrichosporon
ASV_40,NURSESDBG2,0,0,BG,NURSE,SD,g__Plenodomus
ASV_855,NURSESBBG1,0,0,BG,NURSE,SB,g__Starmerella
ASV_92,NURSESBSC1,650,0,SC,NURSE,SB,p__Ascomycota
ASV_686,HONEYSBBP3,1398,0,BP,HONEY,SB,g__Debaryomyces
ASV_859,FOODSBBG2,0,0,BG,FOOD,SB,g__Hannaella
ASV_859,FOODSBBP3,7,0,BP,FOOD,SB,g__Hannaella
ASV_686,FOODSBBG2,0,0,BG,FOOD,SB,g__Debaryomyces
ASV_91,FOODSDSC1,0,0,SC,FOOD,SD,g__Candida
ASV_892,LARVAESBSC2,0,0,SC,LARVAE,SB,k__Fungi
ASV_9,NURSESDBG2,0,0,BG,NURSE,SD,g__Cladosporium
ASV_34,LARVAESBBG2,0,0,BG,LARVAE,SB,f__Acrospermaceae
ASV_884,POLLENSDBP2,225,0,BP,POLLEN,SD,o__Saccharomycetales
ASV_98,POLLENSDBP2,73,0,BP,POLLEN,SD,g__Metschnikowia
ASV_884,NURSESBBP4,43,0,BP,NURSE,SB,o__Saccharomycetales
ASV_859,FORAGERSDBG1,81,0,BG,FORAGER,SD,g__Hannaella
ASV_898,NURSESBBG1,8,0,BG,NURSE,SB,g__Papiliotrema
ASV_64,POLLENSDSC1,0,0,SC,POLLEN,SD,g__Cutaneotrichosporon
ASV_9,FORAGERSDBG1,67,1,BG,FORAGER,SD,g__Cladosporium
ASV_686,POLLENSDBG1,0,0,BG,POLLEN,SD,g__Debaryomyces
ASV_855,POLLENSDBG2,321,0,BG,POLLEN,SD,g__Starmerella
ASV_859,GUARDSBSC2,0,0,SC,GUARD,SB,g__Hannaella
ASV_95,HONEYSBBP3,0,0,BP,HONEY,SB,g__Zygosaccharomyces
ASV_898,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Papiliotrema
ASV_40,LARVAESBSC2,0,0,SC,LARVAE,SB,g__Plenodomus
ASV_908,NURSESBBG1,338,0,BG,NURSE,SB,f__Saccharomycetaceae
ASV_859,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Hannaella
ASV_855,LARVAE3SBBP4,0,0,BP,LARVAE,SB,g__Starmerella
ASV_91,FOODSDBP2,13,0,BP,FOOD,SD,g__Candida
ASV_78,LARVAE1SBBP4,17,0,BP,LARVAE,SB,g__Diutina
ASV_898,HONEYSDBG1,46,0,BG,HONEY,SD,g__Papiliotrema
ASV_9,POLLENSDSC2,313,1,SC,POLLEN,SD,g__Cladosporium
ASV_78,FOODSDBP1,0,0,BP,FOOD,SD,g__Diutina
ASV_712,GUARDSBSC2,64,0,SC,GUARD,SB,g__Wickerhamiella
ASV_95,LARVAESBBP2,0,0,BP,LARVAE,SB,g__Zygosaccharomyces
ASV_78,HONEYSDSC1,499,1,SC,HONEY,SD,g__Diutina
ASV_9,POLLENSBBP3,1668,1,BP,POLLEN,SB,g__Cladosporium
ASV_859,POLLENSDBP1,27,0,BP,POLLEN,SD,g__Hannaella
ASV_34,GUARDSDSC2,0,0,SC,GUARD,SD,f__Acrospermaceae
ASV_98,HONEYSDSC1,3554,0,SC,HONEY,SD,g__Metschnikowia
ASV_908,GUARDSBSC2,117,0,SC,GUARD,SB,f__Saccharomycetaceae
ASV_95,LARVAE2SBBP4,0,0,BP,LARVAE,SB,g__Zygosaccharomyces
ASV_92,POLLENSDBG1,279,0,BG,POLLEN,SD,p__Ascomycota
ASV_78,NURSESBBP4,40,0,BP,NURSE,SB,g__Diutina
ASV_884,NURSESBBG1,59,0,BG,NURSE,SB,o__Saccharomycetales
ASV_712,LARVAE3SBBP4,0,0,BP,LARVAE,SB,g__Wickerhamiella
ASV_892,HONEYSBBP4,165,0,BP,HONEY,SB,k__Fungi
ASV_34,FORAGERSDBG1,0,0,BG,FORAGER,SD,f__Acrospermaceae
ASV_98,POLLENSBBP3,104,0,BP,POLLEN,SB,g__Metschnikowia
ASV_95,FOODSDBP2,0,0,BP,FOOD,SD,g__Zygosaccharomyces
ASV_95,FORAGERSBBP3,0,0,BP,FORAGER,SB,g__Zygosaccharomyces
ASV_686,FOODSBSC1,25,0,SC,FOOD,SB,g__Debaryomyces
ASV_40,GUARDSBSC2,0,0,SC,GUARD,SB,g__Plenodomus
ASV_712,FOODSDSC1,0,0,SC,FOOD,SD,g__Wickerhamiella
ASV_712,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Wickerhamiella
ASV_95,FOODSBSC2,0,0,SC,FOOD,SB,g__Zygosaccharomyces
ASV_884,LARVAE1SDBP4,9,0,BP,LARVAE,SD,o__Saccharomycetales
ASV_91,HONEYSDBP3,0,0,BP,HONEY,SD,g__Candida
ASV_892,POLLENSDBP1,32,0,BP,POLLEN,SD,k__Fungi
ASV_908,LARVAESBSC1,1885,0,SC,LARVAE,SB,f__Saccharomycetaceae
ASV_98,HONEYSDBG1,1886,0,BG,HONEY,SD,g__Metschnikowia
ASV_898,FOODSDBP1,3,0,BP,FOOD,SD,g__Papiliotrema
ASV_92,POLLENSDSC2,429,0,SC,POLLEN,SD,p__Ascomycota
ASV_92,LARVAE2SBBP3,4,0,BP,LARVAE,SB,p__Ascomycota
ASV_855,FORAGERSDBG1,103,0,BG,FORAGER,SD,g__Starmerella
ASV_64,FOODSBBP3,0,0,BP,FOOD,SB,g__Cutaneotrichosporon
ASV_64,FOODSBSC1,0,0,SC,FOOD,SB,g__Cutaneotrichosporon
ASV_34,LARVAE2SBBP4,0,0,BP,LARVAE,SB,f__Acrospermaceae
ASV_855,GUARDSDSC2,637,0,SC,GUARD,SD,g__Starmerella
ASV_686,LARVAE3SBBP4,8,0,BP,LARVAE,SB,g__Debaryomyces
ASV_884,POLLENSBBP3,0,0,BP,POLLEN,SB,o__Saccharomycetales
ASV_892,NURSESBBG1,89,0,BG,NURSE,SB,k__Fungi
ASV_712,POLLENSDBG1,30,0,BG,POLLEN,SD,g__Wickerhamiella
ASV_908,POLLENSDBG2,37,0,BG,POLLEN,SD,f__Saccharomycetaceae
ASV_884,NURSESBSC2,8,0,SC,NURSE,SB,o__Saccharomycetales
ASV_9,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Cladosporium
ASV_98,FOODSDSC2,249,0,SC,FOOD,SD,g__Metschnikowia
ASV_9,FORAGERSBBP4,129,1,BP,FORAGER,SB,g__Cladosporium
ASV_78,GUARDSBSC2,340,0,SC,GUARD,SB,g__Diutina
ASV_95,HONEYSDBP1,0,0,BP,HONEY,SD,g__Zygosaccharomyces
ASV_98,GUARDSBBP3,371,0,BP,GUARD,SB,g__Metschnikowia
ASV_92,FOODSBBG2,2036,0,BG,FOOD,SB,p__Ascomycota
ASV_78,NURSESBBG1,0,0,BG,NURSE,SB,g__Diutina
ASV_908,GUARDSDBG1,0,0,BG,GUARD,SD,f__Saccharomycetaceae
ASV_686,LARVAESBBG2,0,0,BG,LARVAE,SB,g__Debaryomyces
ASV_859,FORAGERSBBP4,0,0,BP,FORAGER,SB,g__Hannaella
ASV_95,HONEYSBSC1,0,0,SC,HONEY,SB,g__Zygosaccharomyces
ASV_855,POLLENSDBP1,1278,0,BP,POLLEN,SD,g__Starmerella
ASV_91,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Candida
ASV_64,HONEYSBBP4,0,0,BP,HONEY,SB,g__Cutaneotrichosporon
ASV_78,GUARDSBBP3,91,0,BP,GUARD,SB,g__Diutina
ASV_686,NURSESDSC2,8,0,SC,NURSE,SD,g__Debaryomyces
ASV_95,FOODSBBP3,0,0,BP,FOOD,SB,g__Zygosaccharomyces
ASV_898,HONEYSBBP4,122,0,BP,HONEY,SB,g__Papiliotrema
ASV_686,NURSESBBP3,0,0,BP,NURSE,SB,g__Debaryomyces
ASV_686,GUARDSDSC2,19488,0,SC,GUARD,SD,g__Debaryomyces
ASV_95,FORAGERSBSC1,0,0,SC,FORAGER,SB,g__Zygosaccharomyces
ASV_64,GUARDSDBG1,29,1,BG,GUARD,SD,g__Cutaneotrichosporon
ASV_92,HONEYSBBP4,280,0,BP,HONEY,SB,p__Ascomycota
ASV_686,GUARDSBBP3,92,0,BP,GUARD,SB,g__Debaryomyces
ASV_91,POLLENSDBP1,20,0,BP,POLLEN,SD,g__Candida
ASV_40,POLLENSBBP3,0,0,BP,POLLEN,SB,g__Plenodomus
ASV_92,FOODSDSC2,346,0,SC,FOOD,SD,p__Ascomycota
ASV_898,POLLENSDBG2,56,1,BG,POLLEN,SD,g__Papiliotrema
ASV_40,POLLENSDBP2,0,0,BP,POLLEN,SD,g__Plenodomus
ASV_64,FOODSDBP1,0,0,BP,FOOD,SD,g__Cutaneotrichosporon
ASV_92,HONEYSDBP3,1964,0,BP,HONEY,SD,p__Ascomycota
ASV_859,FOODSBSC2,0,0,SC,FOOD,SB,g__Hannaella
ASV_859,POLLENSBBP3,24,0,BP,POLLEN,SB,g__Hannaella
ASV_686,HONEYSDBP3,10,0,BP,HONEY,SD,g__Debaryomyces
ASV_855,POLLENSDBP2,55,0,BP,POLLEN,SD,g__Starmerella
ASV_78,NURSESDBG2,0,0,BG,NURSE,SD,g__Diutina
ASV_686,LARVAESBSC1,0,0,SC,LARVAE,SB,g__Debaryomyces
ASV_9,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Cladosporium
ASV_92,HONEYSDSC1,4148,0,SC,HONEY,SD,p__Ascomycota
ASV_884,POLLENSDBP1,2119,0,BP,POLLEN,SD,o__Saccharomycetales
ASV_884,NURSESBBP3,367,0,BP,NURSE,SB,o__Saccharomycetales
ASV_884,LARVAESBBG2,1081,0,BG,LARVAE,SB,o__Saccharomycetales
ASV_898,GUARDSDBG1,16,0,BG,GUARD,SD,g__Papiliotrema
ASV_855,FOODSDSC1,6,0,SC,FOOD,SD,g__Starmerella
ASV_908,POLLENSDBG1,10,0,BG,POLLEN,SD,f__Saccharomycetaceae
ASV_908,POLLENSDBP2,419,0,BP,POLLEN,SD,f__Saccharomycetaceae
ASV_98,NURSESBSC1,340,0,SC,NURSE,SB,g__Metschnikowia
ASV_95,POLLENSDBG2,0,0,BG,POLLEN,SD,g__Zygosaccharomyces
ASV_859,HONEYSDBP3,85,0,BP,HONEY,SD,g__Hannaella
ASV_78,NURSESBSC2,8,0,SC,NURSE,SB,g__Diutina
ASV_9,FOODSBBP4,68,1,BP,FOOD,SB,g__Cladosporium
ASV_712,NURSESBBG1,0,0,BG,NURSE,SB,g__Wickerhamiella
ASV_898,FOODSBSC2,0,0,SC,FOOD,SB,g__Papiliotrema
ASV_908,LARVAE1SBBP4,28369,0,BP,LARVAE,SB,f__Saccharomycetaceae
ASV_64,GUARDSBBP3,0,0,BP,GUARD,SB,g__Cutaneotrichosporon
ASV_712,HONEYSDBP3,118,0,BP,HONEY,SD,g__Wickerhamiella
ASV_91,LARVAE1SBBP4,0,0,BP,LARVAE,SB,g__Candida
ASV_98,NURSESBBP4,84,0,BP,NURSE,SB,g__Metschnikowia
ASV_91,FOODSDBP1,0,0,BP,FOOD,SD,g__Candida
ASV_95,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Zygosaccharomyces
ASV_91,HONEYSDSC1,64,0,SC,HONEY,SD,g__Candida
ASV_898,POLLENSDSC1,45,0,SC,POLLEN,SD,g__Papiliotrema
ASV_95,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Zygosaccharomyces
ASV_91,NURSESBBP4,0,0,BP,NURSE,SB,g__Candida
ASV_898,POLLENSBBP2,0,0,BP,POLLEN,SB,g__Papiliotrema
ASV_855,NURSESBBP3,423,0,BP,NURSE,SB,g__Starmerella
ASV_98,NURSESBBG1,79,0,BG,NURSE,SB,g__Metschnikowia
ASV_78,NURSESBBP3,15,0,BP,NURSE,SB,g__Diutina
ASV_686,FOODSDSC1,0,0,SC,FOOD,SD,g__Debaryomyces
ASV_855,FOODSDSC2,217,0,SC,FOOD,SD,g__Starmerella
ASV_95,FOODSDBP1,0,0,BP,FOOD,SD,g__Zygosaccharomyces
ASV_712,NURSESDBG2,5,0,BG,NURSE,SD,g__Wickerhamiella
ASV_40,FOODSBBP3,0,0,BP,FOOD,SB,g__Plenodomus
ASV_92,LARVAE1SDBP4,40,0,BP,LARVAE,SD,p__Ascomycota
ASV_908,HONEYSDBP3,2500,0,BP,HONEY,SD,f__Saccharomycetaceae
ASV_92,NURSESDSC2,378,0,SC,NURSE,SD,p__Ascomycota
ASV_92,LARVAESBSC1,1666,1,SC,LARVAE,SB,p__Ascomycota
ASV_855,HONEYSBBP3,387,0,BP,HONEY,SB,g__Starmerella
ASV_40,FORAGERSBBP4,0,0,BP,FORAGER,SB,g__Plenodomus
ASV_892,FORAGERSDBG1,175,0,BG,FORAGER,SD,k__Fungi
ASV_95,FOODSBSC1,0,0,SC,FOOD,SB,g__Zygosaccharomyces
ASV_92,GUARDSBBP3,265,0,BP,GUARD,SB,p__Ascomycota
ASV_686,HONEYSBSC1,18,0,SC,HONEY,SB,g__Debaryomyces
ASV_78,HONEYSDBP1,0,0,BP,HONEY,SD,g__Diutina
ASV_855,NURSESBBP4,473,0,BP,NURSE,SB,g__Starmerella
ASV_40,FOODSDBP2,0,0,BP,FOOD,SD,g__Plenodomus
ASV_98,FORAGERSDSC2,450,0,SC,FORAGER,SD,g__Metschnikowia
ASV_884,GUARDSBSC2,456,0,SC,GUARD,SB,o__Saccharomycetales
ASV_686,POLLENSDBP1,0,0,BP,POLLEN,SD,g__Debaryomyces
ASV_9,NURSESBBG1,25,1,BG,NURSE,SB,g__Cladosporium
ASV_859,HONEYSBSC1,39,0,SC,HONEY,SB,g__Hannaella
ASV_78,LARVAE1SDBP4,11,0,BP,LARVAE,SD,g__Diutina
ASV_884,HONEYSDBG1,0,0,BG,HONEY,SD,o__Saccharomycetales
ASV_40,FOODSBSC1,0,0,SC,FOOD,SB,g__Plenodomus
ASV_9,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Cladosporium
ASV_898,HONEYSDBP1,68,0,BP,HONEY,SD,g__Papiliotrema
ASV_892,POLLENSDSC2,26,0,SC,POLLEN,SD,k__Fungi
ASV_78,GUARDSDBG1,0,0,BG,GUARD,SD,g__Diutina
ASV_908,FORAGERSDBG1,89,0,BG,FORAGER,SD,f__Saccharomycetaceae
ASV_686,LARVAE2SBBP4,0,0,BP,LARVAE,SB,g__Debaryomyces
ASV_884,POLLENSBBP2,0,0,BP,POLLEN,SB,o__Saccharomycetales
ASV_908,FORAGERSBSC1,89,0,SC,FORAGER,SB,f__Saccharomycetaceae
ASV_98,POLLENSDBP1,2991,0,BP,POLLEN,SD,g__Metschnikowia
ASV_855,GUARDSDBG1,167,0,BG,GUARD,SD,g__Starmerella
ASV_908,POLLENSDBP1,101,0,BP,POLLEN,SD,f__Saccharomycetaceae
ASV_40,HONEYSDBP1,0,0,BP,HONEY,SD,g__Plenodomus
ASV_884,FORAGERSDBG1,14,0,BG,FORAGER,SD,o__Saccharomycetales
ASV_712,FORAGERSBBP3,8,0,BP,FORAGER,SB,g__Wickerhamiella
ASV_9,HONEYSDBG1,16,1,BG,HONEY,SD,g__Cladosporium
ASV_64,LARVAESBSC2,0,0,SC,LARVAE,SB,g__Cutaneotrichosporon
ASV_855,HONEYSBBP4,227,0,BP,HONEY,SB,g__Starmerella
ASV_712,HONEYSDSC1,631,1,SC,HONEY,SD,g__Wickerhamiella
ASV_91,GUARDSBSC2,12,1,SC,GUARD,SB,g__Candida
ASV_95,NURSESDBG2,973,1,BG,NURSE,SD,g__Zygosaccharomyces
ASV_884,NURSESBSC1,93,0,SC,NURSE,SB,o__Saccharomycetales
ASV_898,NURSESBBP4,30,0,BP,NURSE,SB,g__Papiliotrema
ASV_908,FOODSDSC2,5946,0,SC,FOOD,SD,f__Saccharomycetaceae
ASV_898,FORAGERSDSC2,59,0,SC,FORAGER,SD,g__Papiliotrema
ASV_898,FORAGERSBBP3,24,0,BP,FORAGER,SB,g__Papiliotrema
ASV_859,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Hannaella
ASV_91,NURSESBBG1,0,0,BG,NURSE,SB,g__Candida
ASV_712,GUARDSDBG1,36,0,BG,GUARD,SD,g__Wickerhamiella
ASV_34,POLLENSDBP2,0,0,BP,POLLEN,SD,f__Acrospermaceae
ASV_64,POLLENSDSC2,0,0,SC,POLLEN,SD,g__Cutaneotrichosporon
ASV_91,GUARDSBBP3,205,1,BP,GUARD,SB,g__Candida
ASV_40,NURSESBBP3,0,0,BP,NURSE,SB,g__Plenodomus
ASV_712,POLLENSBBP2,49,0,BP,POLLEN,SB,g__Wickerhamiella
ASV_64,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Cutaneotrichosporon
ASV_98,POLLENSBBP2,0,0,BP,POLLEN,SB,g__Metschnikowia
ASV_34,HONEYSDBG1,17,1,BG,HONEY,SD,f__Acrospermaceae
ASV_9,FOODSDBP1,20,1,BP,FOOD,SD,g__Cladosporium
ASV_64,NURSESBBP3,0,0,BP,NURSE,SB,g__Cutaneotrichosporon
ASV_64,NURSESBSC1,0,0,SC,NURSE,SB,g__Cutaneotrichosporon
ASV_898,LARVAESBSC2,0,0,SC,LARVAE,SB,g__Papiliotrema
ASV_34,LARVAESBSC2,0,0,SC,LARVAE,SB,f__Acrospermaceae
ASV_892,LARVAE2SBBP4,0,0,BP,LARVAE,SB,k__Fungi
ASV_859,LARVAE3SBBP4,0,0,BP,LARVAE,SB,g__Hannaella
ASV_892,FOODSBSC1,263,0,SC,FOOD,SB,k__Fungi
ASV_98,HONEYSDBP3,1089,0,BP,HONEY,SD,g__Metschnikowia
ASV_884,GUARDSBBP3,379,0,BP,GUARD,SB,o__Saccharomycetales
ASV_712,FOODSBBP3,5,0,BP,FOOD,SB,g__Wickerhamiella
ASV_908,HONEYSDBG1,141,0,BG,HONEY,SD,f__Saccharomycetaceae
ASV_40,NURSESBSC1,0,0,SC,NURSE,SB,g__Plenodomus
ASV_40,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Plenodomus
ASV_884,LARVAE1SBBP4,3216,0,BP,LARVAE,SB,o__Saccharomycetales
ASV_78,GUARDSDSC2,0,0,SC,GUARD,SD,g__Diutina
ASV_908,HONEYSBSC1,25,0,SC,HONEY,SB,f__Saccharomycetaceae
ASV_855,LARVAE1SBBP4,0,0,BP,LARVAE,SB,g__Starmerella
ASV_892,HONEYSDBG1,23,0,BG,HONEY,SD,k__Fungi
ASV_64,POLLENSBBP2,0,0,BP,POLLEN,SB,g__Cutaneotrichosporon
ASV_91,NURSESDBG2,22,0,BG,NURSE,SD,g__Candida
ASV_859,NURSESBBP3,15,0,BP,NURSE,SB,g__Hannaella
ASV_892,LARVAESBBP2,0,0,BP,LARVAE,SB,k__Fungi
ASV_884,FORAGERSDSC2,0,0,SC,FORAGER,SD,o__Saccharomycetales
ASV_686,LARVAESBBP2,0,0,BP,LARVAE,SB,g__Debaryomyces
ASV_98,HONEYSBSC1,673,0,SC,HONEY,SB,g__Metschnikowia
ASV_892,FOODSBBG2,0,0,BG,FOOD,SB,k__Fungi
ASV_712,FORAGERSBSC1,0,0,SC,FORAGER,SB,g__Wickerhamiella
ASV_92,POLLENSBBP2,300,0,BP,POLLEN,SB,p__Ascomycota
ASV_98,HONEYSBBP4,399,0,BP,HONEY,SB,g__Metschnikowia
ASV_91,NURSESBSC2,7,0,SC,NURSE,SB,g__Candida
ASV_898,FOODSDSC2,76,0,SC,FOOD,SD,g__Papiliotrema
ASV_92,POLLENSDBP1,4148,0,BP,POLLEN,SD,p__Ascomycota
ASV_95,POLLENSDBG1,0,0,BG,POLLEN,SD,g__Zygosaccharomyces
ASV_898,FOODSBBP3,13,0,BP,FOOD,SB,g__Papiliotrema
ASV_9,HONEYSBBP4,359,1,BP,HONEY,SB,g__Cladosporium
ASV_98,FOODSDSC1,42,0,SC,FOOD,SD,g__Metschnikowia
ASV_40,POLLENSDBG1,0,0,BG,POLLEN,SD,g__Plenodomus
ASV_78,NURSESBSC1,0,0,SC,NURSE,SB,g__Diutina
ASV_95,LARVAE3SBBP4,0,0,BP,LARVAE,SB,g__Zygosaccharomyces
ASV_34,GUARDSBSC2,0,0,SC,GUARD,SB,f__Acrospermaceae
ASV_908,FOODSDSC1,14132,0,SC,FOOD,SD,f__Saccharomycetaceae
ASV_64,FOODSBBP4,0,0,BP,FOOD,SB,g__Cutaneotrichosporon
ASV_64,FOODSBSC2,0,0,SC,FOOD,SB,g__Cutaneotrichosporon
ASV_686,NURSESBSC1,0,0,SC,NURSE,SB,g__Debaryomyces
ASV_34,LARVAE3SBBP4,0,0,BP,LARVAE,SB,f__Acrospermaceae
ASV_712,FORAGERSDSC2,194,0,SC,FORAGER,SD,g__Wickerhamiella
ASV_884,HONEYSDBP3,890,0,BP,HONEY,SD,o__Saccharomycetales
ASV_91,NURSESBBP3,0,0,BP,NURSE,SB,g__Candida
ASV_898,POLLENSDBP2,0,0,BP,POLLEN,SD,g__Papiliotrema
ASV_712,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Wickerhamiella
ASV_9,POLLENSDBG2,1121,1,BG,POLLEN,SD,g__Cladosporium
ASV_34,FOODSDSC1,0,0,SC,FOOD,SD,f__Acrospermaceae
ASV_34,LARVAESBBP1,0,0,BP,LARVAE,SB,f__Acrospermaceae
ASV_686,FOODSDBP2,0,0,BP,FOOD,SD,g__Debaryomyces
ASV_40,POLLENSDSC2,0,0,SC,POLLEN,SD,g__Plenodomus
ASV_892,FOODSBBP3,4,0,BP,FOOD,SB,k__Fungi
ASV_712,FOODSBSC1,6,0,SC,FOOD,SB,g__Wickerhamiella
ASV_686,HONEYSDSC1,153,0,SC,HONEY,SD,g__Debaryomyces
ASV_908,HONEYSDBP1,4342,0,BP,HONEY,SD,f__Saccharomycetaceae
ASV_98,FOODSBSC2,230,0,SC,FOOD,SB,g__Metschnikowia
ASV_40,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Plenodomus
ASV_908,NURSESDBG2,997,0,BG,NURSE,SD,f__Saccharomycetaceae
ASV_712,POLLENSDSC1,209,0,SC,POLLEN,SD,g__Wickerhamiella
ASV_78,NURSESDSC2,0,0,SC,NURSE,SD,g__Diutina
ASV_884,LARVAESBSC2,1283,0,SC,LARVAE,SB,o__Saccharomycetales
ASV_908,NURSESBSC2,0,0,SC,NURSE,SB,f__Saccharomycetaceae
ASV_91,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Candida
ASV_9,GUARDSDBG1,25,1,BG,GUARD,SD,g__Cladosporium
ASV_91,HONEYSDBP1,6,0,BP,HONEY,SD,g__Candida
ASV_712,NURSESBBP3,0,0,BP,NURSE,SB,g__Wickerhamiella
ASV_855,FORAGERSBSC1,93,0,SC,FORAGER,SB,g__Starmerella
ASV_9,FOODSBSC2,15,1,SC,FOOD,SB,g__Cladosporium
ASV_78,FORAGERSBBP4,27,0,BP,FORAGER,SB,g__Diutina
ASV_92,LARVAESBBG2,53,0,BG,LARVAE,SB,p__Ascomycota
ASV_892,FOODSDSC1,0,0,SC,FOOD,SD,k__Fungi
ASV_91,GUARDSDBG1,289,1,BG,GUARD,SD,g__Candida
ASV_95,POLLENSDSC2,603,0,SC,POLLEN,SD,g__Zygosaccharomyces
ASV_712,LARVAESBBP2,0,0,BP,LARVAE,SB,g__Wickerhamiella
ASV_884,FOODSDSC2,653,0,SC,FOOD,SD,o__Saccharomycetales
ASV_712,FOODSDSC2,128,0,SC,FOOD,SD,g__Wickerhamiella
ASV_686,LARVAE1SBBP4,0,0,BP,LARVAE,SB,g__Debaryomyces
ASV_98,FOODSBBG2,0,0,BG,FOOD,SB,g__Metschnikowia
ASV_92,FORAGERSBBP3,146,0,BP,FORAGER,SB,p__Ascomycota
ASV_40,FOODSBBG2,0,0,BG,FOOD,SB,g__Plenodomus
ASV_34,POLLENSDBG1,7,1,BG,POLLEN,SD,f__Acrospermaceae
ASV_859,LARVAESBBG2,0,0,BG,LARVAE,SB,g__Hannaella
ASV_9,POLLENSDSC1,570,1,SC,POLLEN,SD,g__Cladosporium
ASV_64,FORAGERSDSC2,0,0,SC,FORAGER,SD,g__Cutaneotrichosporon
ASV_92,FOODSDBP1,95,0,BP,FOOD,SD,p__Ascomycota
ASV_9,POLLENSBBP2,0,0,BP,POLLEN,SB,g__Cladosporium
ASV_892,GUARDSBBP3,27,0,BP,GUARD,SB,k__Fungi
ASV_884,FOODSBBG2,493,0,BG,FOOD,SB,o__Saccharomycetales
ASV_98,LARVAESBBP2,0,0,BP,LARVAE,SB,g__Metschnikowia
ASV_712,FOODSBBG2,0,0,BG,FOOD,SB,g__Wickerhamiella
ASV_64,FOODSDBP2,0,0,BP,FOOD,SD,g__Cutaneotrichosporon
ASV_98,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Metschnikowia
