asv,sample,counts,presence,local,type,species,taxa
ASV_62,FORAGERSDBG2,0,0,BG,FORAGER,SD,Acinetobacter
ASV_96,FOODSDSC2,0,0,SC,FOOD,SD,Micrococcaceae
ASV_543,FORAGERSDSC2,0,0,SC,FORAGER,SD,Taibaiella
ASV_99,FORAGERSDBG2,12897,0,BG,FORAGER,SD,Lactobacillaceae
ASV_17,LARVAESBBP2,0,0,BP,LARVAE,SB,Floricoccus
ASV_439,FOODSBSC1,0,0,SC,FOOD,SB,Bifidobacteriaceae
ASV_71,NURSESBBP3,0,0,BP,NURSE,SB,Weissella
ASV_76,LARVAESBSC2,0,0,SC,LARVAE,SB,Sphingobacterium
ASV_62,HONEYSBBP4,2600,1,BP,HONEY,SB,Acinetobacter
ASV_86,HONEYSDSC2,7,0,SC,HONEY,SD,Acetobacteraceae
ASV_93,NURSESBBG2,1596,0,BG,NURSE,SB,Lactobacillus
ASV_543,POLLENSDBG1,0,0,BG,POLLEN,SD,Taibaiella
ASV_14,HONEYSBBP3,47,1,BP,HONEY,SB,Raoultella
ASV_96,FORAGERSDBP1,0,0,BP,FORAGER,SD,Micrococcaceae
ASV_85,NURSESBSC1,0,0,SC,NURSE,SB,Tyzzerella
ASV_83,FOODSDBP1,0,0,BP,FOOD,SD,Corynebacterium
ASV_76,NURSESDBG2,0,0,BG,NURSE,SD,Sphingobacterium
ASV_12,POLLENSDSC2,0,0,SC,POLLEN,SD,Pectinatus
ASV_62,FOODSDSC2,3,0,SC,FOOD,SD,Acinetobacter
ASV_93,NURSESDBG1,2644,0,BG,NURSE,SD,Lactobacillus
ASV_76,FOODSBBP3,0,0,BP,FOOD,SB,Sphingobacterium
ASV_439,GUARDSBSC1,458,0,SC,GUARD,SB,Bifidobacteriaceae
ASV_96,NURSESBBP4,0,0,BP,NURSE,SB,Micrococcaceae
ASV_96,HONEYSBBP3,145,1,BP,HONEY,SB,Micrococcaceae
ASV_86,FORAGERSBBP3,95,0,BP,FORAGER,SB,Acetobacteraceae
ASV_55,HONEYSBBP4,38,0,BP,HONEY,SB,Bombilactobacillus
ASV_60,HONEYSBBP3,5,0,BP,HONEY,SB,Enterobacterales
ASV_30,FORAGERSBBG2,0,0,BG,FORAGER,SB,Klebsiella
ASV_12,FOODSBSC1,0,0,SC,FOOD,SB,Pectinatus
ASV_44,NURSESDSC2,0,0,SC,NURSE,SD,Erysipelatoclostridium
ASV_12,HONEYSDBG2,25,1,BG,HONEY,SD,Pectinatus
ASV_62,HONEYSBSC2,442,1,SC,HONEY,SB,Acinetobacter
ASV_99,POLLENSBBP2,4832,0,BP,POLLEN,SB,Lactobacillaceae
ASV_484,FOODSBBP4,11,0,BP,FOOD,SB,Bifidobacterium
ASV_86,HONEYSDBG2,0,0,BG,HONEY,SD,Acetobacteraceae
ASV_12,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Pectinatus
ASV_30,GUARDSDSC2,0,0,SC,GUARD,SD,Klebsiella
ASV_62,HONEYSDSC1,5679,1,SC,HONEY,SD,Acinetobacter
ASV_439,NURSESDBG1,941,0,BG,NURSE,SD,Bifidobacteriaceae
ASV_17,FORAGERSBBG1,740,1,BG,FORAGER,SB,Floricoccus
ASV_83,FORAGERSBSC2,0,0,SC,FORAGER,SB,Corynebacterium
ASV_96,GUARDSDBG1,0,0,BG,GUARD,SD,Micrococcaceae
ASV_71,HONEYSBSC1,0,0,SC,HONEY,SB,Weissella
ASV_71,HONEYSDBP1,0,0,BP,HONEY,SD,Weissella
ASV_71,GUARDSDSC1,291,1,SC,GUARD,SD,Weissella
ASV_93,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Lactobacillus
ASV_93,NURSESDSC2,4,0,SC,NURSE,SD,Lactobacillus
ASV_96,FORAGERSDBP2,0,0,BP,FORAGER,SD,Micrococcaceae
ASV_44,POLLENSDSC1,0,0,SC,POLLEN,SD,Erysipelatoclostridium
ASV_85,NURSESDSC2,0,0,SC,NURSE,SD,Tyzzerella
ASV_62,NURSESBBG2,0,0,BG,NURSE,SB,Acinetobacter
ASV_30,NURSESDBG1,11,1,BG,NURSE,SD,Klebsiella
ASV_96,HONEYSBBP4,53,0,BP,HONEY,SB,Micrococcaceae
ASV_14,FORAGERSDBP2,1494,1,BP,FORAGER,SD,Raoultella
ASV_76,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Sphingobacterium
ASV_93,GUARDSBBP3,1642,0,BP,GUARD,SB,Lactobacillus
ASV_439,POLLENSBBP3,17,0,BP,POLLEN,SB,Bifidobacteriaceae
ASV_71,POLLENSBBP3,12,0,BP,POLLEN,SB,Weissella
ASV_12,HONEYSBSC2,62,1,SC,HONEY,SB,Pectinatus
ASV_86,GUARDSBSC1,0,0,SC,GUARD,SB,Acetobacteraceae
ASV_71,FORAGERSDBG1,0,0,BG,FORAGER,SD,Weissella
ASV_62,NURSESDBG1,3,0,BG,NURSE,SD,Acinetobacter
ASV_439,HONEYSBBG1,15,0,BG,HONEY,SB,Bifidobacteriaceae
ASV_543,POLLENSBBP2,0,0,BP,POLLEN,SB,Taibaiella
ASV_85,FORAGERSBBP4,0,0,BP,FORAGER,SB,Tyzzerella
ASV_83,HONEYSBBP4,49,1,BP,HONEY,SB,Corynebacterium
ASV_543,HONEYSBBG1,0,0,BG,HONEY,SB,Taibaiella
ASV_543,FOODSDBG1,0,0,BG,FOOD,SD,Taibaiella
ASV_99,HONEYSBSC1,24287,1,SC,HONEY,SB,Lactobacillaceae
ASV_543,LARVAESBSC2,0,0,SC,LARVAE,SB,Taibaiella
ASV_12,FOODSDSC2,0,0,SC,FOOD,SD,Pectinatus
ASV_484,FORAGERSDBP1,472,0,BP,FORAGER,SD,Bifidobacterium
ASV_30,NURSESBSC1,0,0,SC,NURSE,SB,Klebsiella
ASV_484,NURSESDBP2,107,0,BP,NURSE,SD,Bifidobacterium
ASV_93,GUARDSBSC1,4555,1,SC,GUARD,SB,Lactobacillus
ASV_44,FOODSDBG1,0,0,BG,FOOD,SD,Erysipelatoclostridium
ASV_99,HONEYSBBP4,27945,0,BP,HONEY,SB,Lactobacillaceae
ASV_12,HONEYSBBP3,57,1,BP,HONEY,SB,Pectinatus
ASV_543,POLLENSDSC2,0,0,SC,POLLEN,SD,Taibaiella
ASV_60,FOODSBSC1,0,0,SC,FOOD,SB,Enterobacterales
ASV_60,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Enterobacterales
ASV_71,NURSESBBP4,0,0,BP,NURSE,SB,Weissella
ASV_484,NURSESBBG1,126,0,BG,NURSE,SB,Bifidobacterium
ASV_83,POLLENSDBG2,0,0,BG,POLLEN,SD,Corynebacterium
ASV_17,FORAGERSBBG2,13,1,BG,FORAGER,SB,Floricoccus
ASV_439,FOODSBSC2,0,0,SC,FOOD,SB,Bifidobacteriaceae
ASV_17,NURSESBBG1,550,1,BG,NURSE,SB,Floricoccus
ASV_62,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Acinetobacter
ASV_99,FOODSDSC1,32223,0,SC,FOOD,SD,Lactobacillaceae
ASV_62,NURSESDSC2,13,0,SC,NURSE,SD,Acinetobacter
ASV_44,FORAGERSBBG1,0,0,BG,FORAGER,SB,Erysipelatoclostridium
ASV_55,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Bombilactobacillus
ASV_439,GUARDSBSC2,86,0,SC,GUARD,SB,Bifidobacteriaceae
ASV_62,GUARDSBBP3,8,0,BP,GUARD,SB,Acinetobacter
ASV_99,HONEYSBBG1,17881,0,BG,HONEY,SB,Lactobacillaceae
ASV_55,NURSESBBP3,23,0,BP,NURSE,SB,Bombilactobacillus
ASV_14,POLLENSDSC1,128,1,SC,POLLEN,SD,Raoultella
ASV_60,NURSESDBP1,9,0,BP,NURSE,SD,Enterobacterales
ASV_17,FORAGERSBSC1,233,1,SC,FORAGER,SB,Floricoccus
ASV_60,FOODSBBP4,0,0,BP,FOOD,SB,Enterobacterales
ASV_543,FOODSBSC1,0,0,SC,FOOD,SB,Taibaiella
ASV_96,LARVAESDSC1,0,0,SC,LARVAE,SD,Micrococcaceae
ASV_543,HONEYSDBG2,5,0,BG,HONEY,SD,Taibaiella
ASV_86,FOODSDBP1,35,1,BP,FOOD,SD,Acetobacteraceae
ASV_96,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Micrococcaceae
ASV_71,LARVAESDSC1,0,0,SC,LARVAE,SD,Weissella
ASV_86,NURSESDSC1,76,0,SC,NURSE,SD,Acetobacteraceae
ASV_543,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Taibaiella
ASV_83,NURSESDBG1,0,0,BG,NURSE,SD,Corynebacterium
ASV_85,FOODSBBG2,1403,1,BG,FOOD,SB,Tyzzerella
ASV_76,FORAGERSDBP2,93,0,BP,FORAGER,SD,Sphingobacterium
ASV_17,FORAGERSDBG1,581,1,BG,FORAGER,SD,Floricoccus
ASV_484,HONEYSDBG1,0,0,BG,HONEY,SD,Bifidobacterium
ASV_71,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Weissella
ASV_83,GUARDSDBG1,101,0,BG,GUARD,SD,Corynebacterium
ASV_14,LARVAESBBP2,0,0,BP,LARVAE,SB,Raoultella
ASV_30,NURSESDSC2,0,0,SC,NURSE,SD,Klebsiella
ASV_71,NURSESBBG1,8,0,BG,NURSE,SB,Weissella
ASV_83,FOODSBSC2,0,0,SC,FOOD,SB,Corynebacterium
ASV_99,FOODSDBG1,6203,0,BG,FOOD,SD,Lactobacillaceae
ASV_62,GUARDSBSC1,28,0,SC,GUARD,SB,Acinetobacter
ASV_44,HONEYSDBG2,4,0,BG,HONEY,SD,Erysipelatoclostridium
ASV_76,HONEYSDSC2,0,0,SC,HONEY,SD,Sphingobacterium
ASV_44,FOODSBBP3,0,0,BP,FOOD,SB,Erysipelatoclostridium
ASV_439,NURSESDBG2,155,0,BG,NURSE,SD,Bifidobacteriaceae
ASV_439,FOODSDBP1,0,0,BP,FOOD,SD,Bifidobacteriaceae
ASV_12,FORAGERSDBP2,2362,1,BP,FORAGER,SD,Pectinatus
ASV_44,FOODSBSC1,0,0,SC,FOOD,SB,Erysipelatoclostridium
ASV_14,HONEYSDBG1,46,1,BG,HONEY,SD,Raoultella
ASV_71,HONEYSBSC2,4,1,SC,HONEY,SB,Weissella
ASV_71,FOODSDSC1,0,0,SC,FOOD,SD,Weissella
ASV_543,HONEYSBSC2,0,0,SC,HONEY,SB,Taibaiella
ASV_55,POLLENSDBP1,3,0,BP,POLLEN,SD,Bombilactobacillus
ASV_99,FOODSBSC2,16247,0,SC,FOOD,SB,Lactobacillaceae
ASV_30,FORAGERSBBP4,0,0,BP,FORAGER,SB,Klebsiella
ASV_14,POLLENSDBP2,21,1,BP,POLLEN,SD,Raoultella
ASV_17,NURSESBBG2,178,1,BG,NURSE,SB,Floricoccus
ASV_86,NURSESDBG1,212,0,BG,NURSE,SD,Acetobacteraceae
ASV_71,GUARDSDSC2,488,1,SC,GUARD,SD,Weissella
ASV_83,POLLENSDSC1,0,0,SC,POLLEN,SD,Corynebacterium
ASV_85,FORAGERSBBG1,0,0,BG,FORAGER,SB,Tyzzerella
ASV_543,FOODSDSC2,0,0,SC,FOOD,SD,Taibaiella
ASV_55,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Bombilactobacillus
ASV_83,POLLENSBBP2,0,0,BP,POLLEN,SB,Corynebacterium
ASV_439,HONEYSDSC1,578,0,SC,HONEY,SD,Bifidobacteriaceae
ASV_439,HONEYSBBG2,0,0,BG,HONEY,SB,Bifidobacteriaceae
ASV_86,NURSESBSC2,133,0,SC,NURSE,SB,Acetobacteraceae
ASV_17,FORAGERSBSC2,5,1,SC,FORAGER,SB,Floricoccus
ASV_85,GUARDSDSC1,0,0,SC,GUARD,SD,Tyzzerella
ASV_71,FORAGERSDBG2,0,0,BG,FORAGER,SD,Weissella
ASV_76,FORAGERSBBP3,0,0,BP,FORAGER,SB,Sphingobacterium
ASV_484,FOODSDBP1,0,0,BP,FOOD,SD,Bifidobacterium
ASV_76,HONEYSDBG2,15,0,BG,HONEY,SD,Sphingobacterium
ASV_14,HONEYSBSC1,8256,1,SC,HONEY,SB,Raoultella
ASV_99,NURSESDBP2,19444,0,BP,NURSE,SD,Lactobacillaceae
ASV_17,NURSESBSC1,1592,1,SC,NURSE,SB,Floricoccus
ASV_17,FORAGERSDBG2,0,0,BG,FORAGER,SD,Floricoccus
ASV_93,POLLENSBBP2,0,0,BP,POLLEN,SB,Lactobacillus
ASV_17,NURSESDBG1,643,1,BG,NURSE,SD,Floricoccus
ASV_99,FOODSBBG2,7216,0,BG,FOOD,SB,Lactobacillaceae
ASV_543,HONEYSBBP3,10,0,BP,HONEY,SB,Taibaiella
ASV_44,HONEYSBBP4,0,0,BP,HONEY,SB,Erysipelatoclostridium
ASV_439,FORAGERSDBG1,827,0,BG,FORAGER,SD,Bifidobacteriaceae
ASV_14,FOODSDSC1,0,0,SC,FOOD,SD,Raoultella
ASV_60,POLLENSDSC1,109,1,SC,POLLEN,SD,Enterobacterales
ASV_30,FOODSBBG2,0,0,BG,FOOD,SB,Klebsiella
ASV_96,FOODSDBG1,0,0,BG,FOOD,SD,Micrococcaceae
ASV_44,HONEYSBSC2,0,0,SC,HONEY,SB,Erysipelatoclostridium
ASV_93,POLLENSDBP1,0,0,BP,POLLEN,SD,Lactobacillus
ASV_60,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Enterobacterales
ASV_99,LARVAESBBP2,24948,0,BP,LARVAE,SB,Lactobacillaceae
ASV_86,NURSESBBG2,248,1,BG,NURSE,SB,Acetobacteraceae
ASV_85,FORAGERSDBG2,0,0,BG,FORAGER,SD,Tyzzerella
ASV_99,LARVAE1SDBP4,15938,0,BP,LARVAE,SD,Lactobacillaceae
ASV_12,POLLENSDSC1,2,1,SC,POLLEN,SD,Pectinatus
ASV_17,FOODSDBP1,0,0,BP,FOOD,SD,Floricoccus
ASV_93,HONEYSDBG2,0,0,BG,HONEY,SD,Lactobacillus
ASV_76,GUARDSBSC1,113,1,SC,GUARD,SB,Sphingobacterium
ASV_55,NURSESBBP4,7,0,BP,NURSE,SB,Bombilactobacillus
ASV_44,GUARDSDBG1,0,0,BG,GUARD,SD,Erysipelatoclostridium
ASV_83,HONEYSDBP1,0,0,BP,HONEY,SD,Corynebacterium
ASV_60,POLLENSDBG1,15,0,BG,POLLEN,SD,Enterobacterales
ASV_12,LARVAESBBP2,0,0,BP,LARVAE,SB,Pectinatus
ASV_14,FOODSDBP2,51,1,BP,FOOD,SD,Raoultella
ASV_96,FORAGERSBSC1,0,0,SC,FORAGER,SB,Micrococcaceae
ASV_484,FORAGERSBSC2,234,0,SC,FORAGER,SB,Bifidobacterium
ASV_99,NURSESBBP3,10866,0,BP,NURSE,SB,Lactobacillaceae
ASV_439,LARVAESDSC1,0,0,SC,LARVAE,SD,Bifidobacteriaceae
ASV_543,FORAGERSDBP2,6,0,BP,FORAGER,SD,Taibaiella
ASV_30,FORAGERSBBG1,0,0,BG,FORAGER,SB,Klebsiella
ASV_12,HONEYSDBG1,0,0,BG,HONEY,SD,Pectinatus
ASV_44,FOODSDBP1,0,0,BP,FOOD,SD,Erysipelatoclostridium
ASV_85,FOODSBBP4,0,0,BP,FOOD,SB,Tyzzerella
ASV_14,HONEYSDSC2,224,1,SC,HONEY,SD,Raoultella
ASV_17,NURSESBSC2,318,1,SC,NURSE,SB,Floricoccus
ASV_17,NURSESDBG2,0,0,BG,NURSE,SD,Floricoccus
ASV_55,POLLENSDBP2,2,0,BP,POLLEN,SD,Bombilactobacillus
ASV_30,GUARDSDSC1,44,0,SC,GUARD,SD,Klebsiella
ASV_85,FORAGERSBSC2,0,0,SC,FORAGER,SB,Tyzzerella
ASV_12,POLLENSDBP2,0,0,BP,POLLEN,SD,Pectinatus
ASV_62,POLLENSBBP2,0,0,BP,POLLEN,SB,Acinetobacter
ASV_71,NURSESBBG2,0,0,BG,NURSE,SB,Weissella
ASV_83,NURSESBBP4,0,0,BP,NURSE,SB,Corynebacterium
ASV_439,FOODSDBP2,0,0,BP,FOOD,SD,Bifidobacteriaceae
ASV_71,FOODSDSC2,0,0,SC,FOOD,SD,Weissella
ASV_99,POLLENSDSC2,12202,0,SC,POLLEN,SD,Lactobacillaceae
ASV_17,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Floricoccus
ASV_484,HONEYSBBP4,42,0,BP,HONEY,SB,Bifidobacterium
ASV_83,FORAGERSDSC2,0,0,SC,FORAGER,SD,Corynebacterium
ASV_17,FOODSBBP3,0,0,BP,FOOD,SB,Floricoccus
ASV_62,POLLENSDBP1,90,1,BP,POLLEN,SD,Acinetobacter
ASV_17,FORAGERSDSC2,148,1,SC,FORAGER,SD,Floricoccus
ASV_83,FORAGERSBBP3,0,0,BP,FORAGER,SB,Corynebacterium
ASV_439,NURSESBBG1,766,0,BG,NURSE,SB,Bifidobacteriaceae
ASV_60,FORAGERSBSC1,385,0,SC,FORAGER,SB,Enterobacterales
ASV_14,FORAGERSDBP1,0,0,BP,FORAGER,SD,Raoultella
ASV_96,FORAGERSBSC2,0,0,SC,FORAGER,SB,Micrococcaceae
ASV_55,FORAGERSBBP3,379,0,BP,FORAGER,SB,Bombilactobacillus
ASV_86,POLLENSDBP2,401,0,BP,POLLEN,SD,Acetobacteraceae
ASV_62,HONEYSDBG2,949,1,BG,HONEY,SD,Acinetobacter
ASV_12,HONEYSBSC1,0,0,SC,HONEY,SB,Pectinatus
ASV_17,NURSESDSC1,343,1,SC,NURSE,SD,Floricoccus
ASV_60,GUARDSDSC1,13,0,SC,GUARD,SD,Enterobacterales
ASV_439,HONEYSDSC2,0,0,SC,HONEY,SD,Bifidobacteriaceae
ASV_44,GUARDSBBP3,0,0,BP,GUARD,SB,Erysipelatoclostridium
ASV_85,NURSESDSC1,0,0,SC,NURSE,SD,Tyzzerella
ASV_76,FOODSDBP1,0,0,BP,FOOD,SD,Sphingobacterium
ASV_44,GUARDSBSC1,0,0,SC,GUARD,SB,Erysipelatoclostridium
ASV_83,LARVAESBSC2,0,0,SC,LARVAE,SB,Corynebacterium
ASV_76,NURSESDSC1,75,1,SC,NURSE,SD,Sphingobacterium
ASV_60,FORAGERSBBP4,0,0,BP,FORAGER,SB,Enterobacterales
ASV_85,LARVAE1SDBP2,406,1,BP,LARVAE,SD,Tyzzerella
ASV_86,FORAGERSDBP1,14,0,BP,FORAGER,SD,Acetobacteraceae
ASV_484,POLLENSDBG2,0,0,BG,POLLEN,SD,Bifidobacterium
ASV_55,FOODSDSC1,0,0,SC,FOOD,SD,Bombilactobacillus
ASV_12,FOODSDSC1,0,0,SC,FOOD,SD,Pectinatus
ASV_60,FORAGERSBBG1,0,0,BG,FORAGER,SB,Enterobacterales
ASV_55,FOODSBBG2,0,0,BG,FOOD,SB,Bombilactobacillus
ASV_17,FOODSDBP2,0,0,BP,FOOD,SD,Floricoccus
ASV_60,HONEYSDBP1,109,0,BP,HONEY,SD,Enterobacterales
ASV_85,FORAGERSBBP3,0,0,BP,FORAGER,SB,Tyzzerella
ASV_99,POLLENSDBG2,21770,0,BG,POLLEN,SD,Lactobacillaceae
ASV_55,GUARDSDSC1,359,1,SC,GUARD,SD,Bombilactobacillus
ASV_30,FORAGERSDBG2,0,0,BG,FORAGER,SD,Klebsiella
ASV_439,FORAGERSDBG2,503,0,BG,FORAGER,SD,Bifidobacteriaceae
ASV_93,FORAGERSBBP3,993,0,BP,FORAGER,SB,Lactobacillus
ASV_484,GUARDSDBG1,1879,0,BG,GUARD,SD,Bifidobacterium
ASV_99,FORAGERSDBG1,12489,0,BG,FORAGER,SD,Lactobacillaceae
ASV_85,NURSESDBP2,0,0,BP,NURSE,SD,Tyzzerella
ASV_543,POLLENSDSC1,0,0,SC,POLLEN,SD,Taibaiella
ASV_60,GUARDSDBG1,0,0,BG,GUARD,SD,Enterobacterales
ASV_93,FOODSDBP1,0,0,BP,FOOD,SD,Lactobacillus
ASV_484,NURSESDBG1,257,0,BG,NURSE,SD,Bifidobacterium
ASV_86,HONEYSDSC1,50,0,SC,HONEY,SD,Acetobacteraceae
ASV_543,LARVAESBBP2,0,0,BP,LARVAE,SB,Taibaiella
ASV_17,HONEYSBBG1,23,1,BG,HONEY,SB,Floricoccus
ASV_55,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Bombilactobacillus
ASV_85,POLLENSDBG2,0,0,BG,POLLEN,SD,Tyzzerella
ASV_99,FORAGERSBSC2,7390,0,SC,FORAGER,SB,Lactobacillaceae
ASV_17,FOODSBBP4,0,0,BP,FOOD,SB,Floricoccus
ASV_76,NURSESDBG1,8,0,BG,NURSE,SD,Sphingobacterium
ASV_12,FOODSDBP2,9,1,BP,FOOD,SD,Pectinatus
ASV_86,POLLENSBBP3,264,0,BP,POLLEN,SB,Acetobacteraceae
ASV_484,FOODSBSC2,0,0,SC,FOOD,SB,Bifidobacterium
ASV_60,GUARDSBSC2,0,0,SC,GUARD,SB,Enterobacterales
ASV_93,FORAGERSDBP2,806,0,BP,FORAGER,SD,Lactobacillus
ASV_30,FOODSBBP4,0,0,BP,FOOD,SB,Klebsiella
ASV_99,GUARDSDSC2,151,0,SC,GUARD,SD,Lactobacillaceae
ASV_543,HONEYSDBG1,0,0,BG,HONEY,SD,Taibaiella
ASV_76,NURSESBSC2,0,0,SC,NURSE,SB,Sphingobacterium
ASV_93,GUARDSDBG1,3374,0,BG,GUARD,SD,Lactobacillus
ASV_17,NURSESDSC2,2365,1,SC,NURSE,SD,Floricoccus
ASV_30,FORAGERSBSC2,0,0,SC,FORAGER,SB,Klebsiella
ASV_93,FORAGERSBSC1,2430,0,SC,FORAGER,SB,Lactobacillus
ASV_12,HONEYSDSC2,0,0,SC,HONEY,SD,Pectinatus
ASV_14,NURSESBBG2,4,1,BG,NURSE,SB,Raoultella
ASV_17,POLLENSBBP2,0,0,BP,POLLEN,SB,Floricoccus
ASV_484,POLLENSDSC1,5,0,SC,POLLEN,SD,Bifidobacterium
ASV_543,POLLENSDBP2,0,0,BP,POLLEN,SD,Taibaiella
ASV_484,POLLENSBBP2,0,0,BP,POLLEN,SB,Bifidobacterium
ASV_30,NURSESDSC1,0,0,SC,NURSE,SD,Klebsiella
ASV_86,HONEYSDBG1,5,0,BG,HONEY,SD,Acetobacteraceae
ASV_83,FOODSDSC2,0,0,SC,FOOD,SD,Corynebacterium
ASV_83,FOODSBBP3,0,0,BP,FOOD,SB,Corynebacterium
ASV_99,FORAGERSBBG2,713,0,BG,FORAGER,SB,Lactobacillaceae
ASV_96,NURSESDSC1,33,0,SC,NURSE,SD,Micrococcaceae
ASV_55,HONEYSDBG1,3,0,BG,HONEY,SD,Bombilactobacillus
ASV_83,HONEYSBSC2,15,1,SC,HONEY,SB,Corynebacterium
ASV_12,FORAGERSDBP1,619,1,BP,FORAGER,SD,Pectinatus
ASV_93,GUARDSDSC2,1759,1,SC,GUARD,SD,Lactobacillus
ASV_44,NURSESDBG1,0,0,BG,NURSE,SD,Erysipelatoclostridium
ASV_71,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Weissella
ASV_86,HONEYSBSC2,8,0,SC,HONEY,SB,Acetobacteraceae
ASV_543,HONEYSBSC1,0,0,SC,HONEY,SB,Taibaiella
ASV_62,FOODSDBP1,0,0,BP,FOOD,SD,Acinetobacter
ASV_30,FORAGERSBBP3,0,0,BP,FORAGER,SB,Klebsiella
ASV_14,LARVAESDSC1,0,0,SC,LARVAE,SD,Raoultella
ASV_17,POLLENSDBP1,0,0,BP,POLLEN,SD,Floricoccus
ASV_60,LARVAESDSC1,35,0,SC,LARVAE,SD,Enterobacterales
ASV_62,FORAGERSBBP3,0,0,BP,FORAGER,SB,Acinetobacter
ASV_439,NURSESDSC1,579,0,SC,NURSE,SD,Bifidobacteriaceae
ASV_30,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Klebsiella
ASV_83,POLLENSDBP2,0,0,BP,POLLEN,SD,Corynebacterium
ASV_76,NURSESBBG2,0,0,BG,NURSE,SB,Sphingobacterium
ASV_439,NURSESBBG2,2000,0,BG,NURSE,SB,Bifidobacteriaceae
ASV_14,POLLENSDBP1,143,1,BP,POLLEN,SD,Raoultella
ASV_85,HONEYSBBG2,0,0,BG,HONEY,SB,Tyzzerella
ASV_17,HONEYSBBG2,8,1,BG,HONEY,SB,Floricoccus
ASV_96,FOODSDBP1,0,0,BP,FOOD,SD,Micrococcaceae
ASV_62,FORAGERSDBP2,8,1,BP,FORAGER,SD,Acinetobacter
ASV_55,FORAGERSBBP4,755,0,BP,FORAGER,SB,Bombilactobacillus
ASV_44,LARVAESBSC2,262,0,SC,LARVAE,SB,Erysipelatoclostridium
ASV_543,FOODSDSC1,0,0,SC,FOOD,SD,Taibaiella
ASV_30,NURSESDBP2,0,0,BP,NURSE,SD,Klebsiella
ASV_60,FOODSDBP2,26,0,BP,FOOD,SD,Enterobacterales
ASV_85,POLLENSBBP3,0,0,BP,POLLEN,SB,Tyzzerella
ASV_62,GUARDSDBG1,46,0,BG,GUARD,SD,Acinetobacter
ASV_71,LARVAESBBP2,0,0,BP,LARVAE,SB,Weissella
ASV_62,FORAGERSBSC1,5,0,SC,FORAGER,SB,Acinetobacter
ASV_60,NURSESDSC2,0,0,SC,NURSE,SD,Enterobacterales
ASV_86,FOODSDSC2,293,1,SC,FOOD,SD,Acetobacteraceae
ASV_30,POLLENSDBG2,0,0,BG,POLLEN,SD,Klebsiella
ASV_17,HONEYSBSC1,5,1,SC,HONEY,SB,Floricoccus
ASV_439,HONEYSBSC1,0,0,SC,HONEY,SB,Bifidobacteriaceae
ASV_55,FOODSDSC2,0,0,SC,FOOD,SD,Bombilactobacillus
ASV_96,NURSESDSC2,0,0,SC,NURSE,SD,Micrococcaceae
ASV_96,HONEYSDSC1,758,1,SC,HONEY,SD,Micrococcaceae
ASV_83,NURSESDBP1,0,0,BP,NURSE,SD,Corynebacterium
ASV_86,GUARDSBBP3,0,0,BP,GUARD,SB,Acetobacteraceae
ASV_93,NURSESDBP1,801,0,BP,NURSE,SD,Lactobacillus
ASV_17,POLLENSBBP3,22,1,BP,POLLEN,SB,Floricoccus
ASV_484,HONEYSDBP1,0,0,BP,HONEY,SD,Bifidobacterium
ASV_86,HONEYSBBG2,4,0,BG,HONEY,SB,Acetobacteraceae
ASV_55,GUARDSDSC2,788,1,SC,GUARD,SD,Bombilactobacillus
ASV_17,HONEYSDBG1,7,1,BG,HONEY,SD,Floricoccus
ASV_71,HONEYSDBG1,0,0,BG,HONEY,SD,Weissella
ASV_99,HONEYSBBP3,21439,0,BP,HONEY,SB,Lactobacillaceae
ASV_439,FORAGERSBBG1,827,0,BG,FORAGER,SB,Bifidobacteriaceae
ASV_543,FOODSDBP2,0,0,BP,FOOD,SD,Taibaiella
ASV_44,POLLENSDSC2,0,0,SC,POLLEN,SD,Erysipelatoclostridium
ASV_96,FOODSDBP2,0,0,BP,FOOD,SD,Micrococcaceae
ASV_44,NURSESBBP3,0,0,BP,NURSE,SB,Erysipelatoclostridium
ASV_71,GUARDSBBP3,44,1,BP,GUARD,SB,Weissella
ASV_44,NURSESBSC1,0,0,SC,NURSE,SB,Erysipelatoclostridium
ASV_60,LARVAESBSC2,0,0,SC,LARVAE,SB,Enterobacterales
ASV_44,LARVAE1SDBP4,520,0,BP,LARVAE,SD,Erysipelatoclostridium
ASV_85,FOODSBSC2,0,0,SC,FOOD,SB,Tyzzerella
ASV_60,NURSESDBG2,0,0,BG,NURSE,SD,Enterobacterales
ASV_62,GUARDSDSC2,137,0,SC,GUARD,SD,Acinetobacter
ASV_17,POLLENSDBP2,0,0,BP,POLLEN,SD,Floricoccus
ASV_543,HONEYSDSC2,0,0,SC,HONEY,SD,Taibaiella
